case_id,order_id,expected_category,expected_txn_ids,expected_amount,expected_currency,expected_settlement_date,expected_total_settled,expected_difference,split,note
C0280,ORD-000280,exact_match,TXN-0000280,31330.08,INR,2026-08-04,31330.08,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0605,ORD-000605,date_issue,TXN-0000625,35676.19,INR,2026-06-29,35676.19,0.0,dev,"Genuine settlement (TXN-0000625) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0666,ORD-000666,missing_record,,38855.44,INR,,0,38855.44,dev,Order recorded but no corresponding settlement received (pending or lost).
C0433,ORD-000433,amount_issue,TXN-0000433,36704.69,INR,2026-07-12,36709.07,-4.38,test_holdout,Gross settlement amount differs from order amount by a small variance (₹4.38).
C0352,ORD-000352,exact_match,TXN-0000352,17015.58,INR,2026-08-18,17015.58,0.0,dev,"Amount, date, and reference all agree exactly."
C0811,ORD-000786,partial_settlement,TXN-0000866;TXN-0000867,25419.21,INR,2026-08-09,25419.21,0.0,dev,Order was settled in two parts (TXN-0000866 + TXN-0000867) summing exactly to the order amount.
C0392,ORD-000392,amount_issue,TXN-0000392,16819.32,INR,2026-06-14,16816.45,2.87,validation,Gross settlement amount differs from order amount by a small variance (₹2.87).
C0040,ORD-000040,exact_match,TXN-0000040,28139.38,INR,2026-08-02,28139.38,0.0,dev,"Reference id formatted differently ('ord-000040' vs 'ORD-000040') — requires normalization, but amount/date/identity agree: true match."
C0285,ORD-000285,exact_match,TXN-0000285,19082.53,INR,2026-06-12,19082.53,0.0,dev,"Amount, date, and reference all agree exactly."
C0904,ORD-000879,multiple_possible_matches,TXN-0001094,4639.48,INR,2026-06-12,4639.48,0.0,dev,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001094 is correct. Decoys: TXN-0001095,TXN-0001096,TXN-0001097,TXN-0001098. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0447,ORD-000447,amount_issue,TXN-0000447,2931.46,INR,2026-08-25,2937.48,-6.02,validation,Gross settlement amount differs from order amount by a small variance (₹6.02).
C0211,ORD-000211,exact_match,TXN-0000211,27402.87,INR,2026-06-07,27402.87,0.0,dev,"Amount, date, and reference all agree exactly."
C0940,ORD-000915,multiple_possible_matches,TXN-0001215,792.59,INR,2026-07-12,792.59,0.0,dev,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001215 is correct. Decoys: TXN-0001216,TXN-0001217. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0131,ORD-000131,exact_match,TXN-0000131,7808.71,INR,2026-06-17,7808.71,0.0,validation,"Amount, date, and reference all agree exactly."
C0704,,missing_record,TXN-0000649,,,2026-06-12,40039.28,,test_holdout,Settlement received with no matching order in the ledger (orphan credit).
C0593,ORD-000593,date_issue,TXN-0000613,11915.09,INR,2026-06-09,11915.09,0.0,validation,"Genuine settlement (TXN-0000613) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0516,ORD-000516,amount_issue,TXN-0000516,32924.6,INR,2026-08-03,39453.54,-6528.94,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹6528.94).
C0892,ORD-000867,multiple_possible_matches,TXN-0001051,1206.57,INR,2026-08-15,1206.57,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001051 is correct. Decoys: TXN-0001052,TXN-0001053,TXN-0001054. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0417,ORD-000417,amount_issue,TXN-0000417,40036.24,INR,2026-06-13,40038.05,-1.81,dev,Gross settlement amount differs from order amount by a small variance (₹1.81).
C0464,ORD-000464,amount_issue,TXN-0000464,28409.9,INR,2026-06-08,45363.49,-16953.59,dev,Combo case: gross settlement amount is mismatched (diff ₹16953.59) AND the reference ('ORD-000465') is malformed vs 'ORD-000464' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0678,ORD-000678,missing_record,,41384.13,INR,,0,41384.13,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0608,ORD-000608,date_issue,TXN-0000628,43078.89,INR,2026-06-15,43078.89,0.0,validation,"Genuine settlement (TXN-0000628) is dated -1 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0999,ORD-000974,other_conflicting,TXN-0001266,31343.76,INR,2026-08-27,-29916.36,61260.12,dev,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0380,ORD-000380,exact_match,TXN-0000380,19099.13,INR,2026-07-07,19099.13,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0696,,missing_record,TXN-0000641,,,2026-06-20,37882.54,,validation,Settlement received with no matching order in the ledger (orphan credit).
C0865,ORD-000840,partial_settlement,TXN-0000974;TXN-0000975,33359.51,INR,2026-08-27,25332.26,8027.25,dev,Partial settlement with an unexplained shortfall: TXN-0000974 + TXN-0000975 total ₹25332.26 against an order of ₹33359.51 (short by ₹8027.25). Ranked partial_settlement ahead of amount_issue per category precedence.
C0334,ORD-000334,exact_match,TXN-0000334,30254.6,INR,2026-07-27,30254.6,0.0,dev,"Amount, date, and reference all agree exactly."
C0789,ORD-000764,duplicate_record,TXN-0000820;TXN-0000821,30101.37,INR,2026-08-13,30101.36,0.01,dev,Duplicate + partial combo: TXN-0000820 and TXN-0000821 together equal the order amount (genuine two-part settlement); TXN-0000822 duplicates one leg and should be excluded/reversed.
C0781,ORD-000756,duplicate_record,TXN-0000796;TXN-0000797,36522.48,INR,2026-08-07,36522.48,0.0,dev,Duplicate + partial combo: TXN-0000796 and TXN-0000797 together equal the order amount (genuine two-part settlement); TXN-0000798 duplicates one leg and should be excluded/reversed.
C0225,ORD-000225,exact_match,TXN-0000225,29425.64,INR,2026-07-19,29425.64,0.0,dev,"Amount, date, and reference all agree exactly."
C0818,ORD-000793,partial_settlement,TXN-0000880;TXN-0000881,34311.83,INR,2026-07-28,34311.83,0.0,validation,Order was settled in two parts (TXN-0000880 + TXN-0000881) summing exactly to the order amount.
C0840,ORD-000815,partial_settlement,TXN-0000924;TXN-0000925,41452.52,INR,2026-07-16,41452.52,0.0,dev,Order was settled in two parts (TXN-0000924 + TXN-0000925) summing exactly to the order amount.
C0438,ORD-000438,amount_issue,TXN-0000438,42796.33,INR,2026-07-01,42799.44,-3.11,validation,Gross settlement amount differs from order amount by a small variance (₹3.11).
C0251,ORD-000251,exact_match,TXN-0000251,27626.89,INR,2026-06-04,27626.89,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0683,ORD-000683,missing_record,,42078.43,INR,,0,42078.43,dev,Order recorded but no corresponding settlement received (pending or lost).
C0190,ORD-000190,exact_match,TXN-0000190,29286.38,INR,2026-06-30,29286.38,0.0,validation,"Amount, date, and reference all agree exactly."
C0910,ORD-000885,multiple_possible_matches,TXN-0001119,6797.77,INR,2026-06-18,6797.77,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001119 is correct. Decoys: TXN-0001120,TXN-0001121,TXN-0001122. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0565,ORD-000565,date_issue,TXN-0000585,24659.85,INR,2026-07-10,24659.85,0.0,test_holdout,"Genuine settlement (TXN-0000585) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0804,ORD-000779,partial_settlement,TXN-0000852;TXN-0000853,891.38,INR,2026-08-07,891.38,0.0,test_holdout,Order was settled in two parts (TXN-0000852 + TXN-0000853) summing exactly to the order amount.
C0132,ORD-000132,exact_match,TXN-0000132,11818.58,INR,2026-08-23,11818.58,0.0,dev,"Amount, date, and reference all agree exactly."
C0651,ORD-000651,missing_record,,29221.14,INR,,0,29221.14,dev,Order recorded but no corresponding settlement received (pending or lost).
C0196,ORD-000196,exact_match,TXN-0000196,2130.87,INR,2026-06-19,2130.87,0.0,dev,"Amount, date, and reference all agree exactly."
C0719,,missing_record,TXN-0000664,,,2026-08-01,29067.62,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0618,ORD-000618,date_issue,TXN-0000638,41693.82,INR,2026-08-03,41693.82,0.0,dev,"Genuine settlement (TXN-0000638) is dated -1 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0012,ORD-000012,exact_match,TXN-0000012,5445.25,INR,2026-06-10,5445.25,0.0,validation,"Reference id formatted differently ('ord-000012' vs 'ORD-000012') — requires normalization, but amount/date/identity agree: true match."
C0540,ORD-000540,date_issue,TXN-0000559,30180.02,INR,2026-09-03,30180.02,0.0,dev,"Genuine settlement (TXN-0000559) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000560) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-823013') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000559."
C0900,ORD-000875,multiple_possible_matches,TXN-0001079,7504.39,INR,2026-08-19,7504.39,0.0,validation,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001079 is correct. Decoys: TXN-0001080,TXN-0001081. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0197,ORD-000197,exact_match,TXN-0000197,36691.26,INR,2026-06-27,36691.26,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0473,ORD-000473,amount_issue,TXN-0000473,426.43,INR,2026-07-12,516.42,-89.99,dev,Combo case: gross settlement amount is mismatched (diff ₹89.99) AND the reference ('ord-000473') is malformed vs 'ORD-000473' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0796,ORD-000771,partial_settlement,TXN-0000836;TXN-0000837,26622.51,INR,2026-07-29,26622.51,0.0,dev,Order was settled in two parts (TXN-0000836 + TXN-0000837) summing exactly to the order amount.
C0895,ORD-000870,multiple_possible_matches,TXN-0001061,1942.52,INR,2026-06-24,1942.52,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001061 is correct. Decoys: TXN-0001062,TXN-0001063,TXN-0001064. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0770,ORD-000745,duplicate_record,TXN-0000764,13209.03,INR,2026-07-01,13209.03,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0428,ORD-000428,amount_issue,TXN-0000428,2175.9,INR,2026-06-24,2180.79,-4.89,dev,Gross settlement amount differs from order amount by a small variance (₹4.89).
C0751,ORD-000726,duplicate_record,TXN-0000726,6690.49,INR,2026-07-29,6690.49,0.0,test_holdout,"Near duplicate: same order and amount settled twice, one day apart."
C0419,ORD-000419,amount_issue,TXN-0000419,18454.32,INR,2026-08-06,18457.33,-3.01,dev,Gross settlement amount differs from order amount by a small variance (₹3.01).
C0902,ORD-000877,multiple_possible_matches,TXN-0001086,1142.75,INR,2026-07-21,1142.75,0.0,dev,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001086 is correct. Decoys: TXN-0001087,TXN-0001088,TXN-0001089,TXN-0001090. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0059,ORD-000059,exact_match,TXN-0000059,31218.99,INR,2026-06-26,31218.99,0.0,dev,"Amount, date, and reference all agree exactly."
C0437,ORD-000437,amount_issue,TXN-0000437,24470.11,INR,2026-08-20,24471.52,-1.41,dev,Gross settlement amount differs from order amount by a small variance (₹1.41).
C0150,ORD-000150,exact_match,TXN-0000150,8747.82,INR,2026-08-14,8747.82,0.0,dev,"Amount, date, and reference all agree exactly."
C0159,ORD-000159,exact_match,TXN-0000159,42843.92,INR,2026-06-14,42843.92,0.0,validation,"Amount, date, and reference all agree exactly."
C0538,ORD-000538,date_issue,TXN-0000555,8812.69,INR,2026-07-19,8812.69,0.0,dev,"Genuine settlement (TXN-0000555) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000556) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-709613') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000555."
C0963,ORD-000938,exact_match,TXN-0001239,3798.9,INR,2026-07-03,3798.9,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0942,ORD-000917,other_conflicting,TXN-0001219,11511.09,INR,2026-07-23,138.69,11372.4,test_holdout,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0967,ORD-000942,exact_match,TXN-0001241,11727.71,INR,2026-08-23,11727.71,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0690,ORD-000690,missing_record,,35323.73,INR,,0,35323.73,dev,Order recorded but no corresponding settlement received (pending or lost).
C0094,ORD-000094,exact_match,TXN-0000094,36794.44,INR,2026-07-04,36794.44,0.0,dev,"Amount, date, and reference all agree exactly."
C0869,ORD-000844,partial_settlement,TXN-0000982;TXN-0000983,715.59,INR,2026-06-24,424.52,291.07,dev,Partial settlement with an unexplained shortfall: TXN-0000982 + TXN-0000983 total ₹424.52 against an order of ₹715.59 (short by ₹291.07). Ranked partial_settlement ahead of amount_issue per category precedence.
C0649,ORD-000649,missing_record,,32325.58,INR,,0,32325.58,dev,Order recorded but no corresponding settlement received (pending or lost).
C0107,ORD-000107,exact_match,TXN-0000107,10680.14,INR,2026-07-04,10680.14,0.0,dev,"Amount, date, and reference all agree exactly."
C0878,ORD-000853,multiple_possible_matches,TXN-0001011,3590.31,INR,2026-08-07,3590.31,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001011 is correct. Decoys: TXN-0001012. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0411,ORD-000411,amount_issue,TXN-0000411,40292.44,INR,2026-08-20,40299.2,-6.76,dev,Gross settlement amount differs from order amount by a small variance (₹6.76).
C0247,ORD-000247,exact_match,TXN-0000247,43526.02,INR,2026-07-04,43526.02,0.0,dev,"Amount, date, and reference all agree exactly."
C0721,ORD-000696,duplicate_record,TXN-0000666,12280.54,INR,2026-08-03,12280.54,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0318,ORD-000318,exact_match,TXN-0000318,20875.93,INR,2026-07-21,20875.93,0.0,dev,"Amount, date, and reference all agree exactly."
